from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Heathrow,London,United Kingdom,-0.103,51.795,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,6967
Heathrow,London,United Kingdom,-0.103,51.795,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,5667
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,6177
Casa De Campo Intl,La Romana,Dominican Republic,-68.854,18.751,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2987
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,2976
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3021
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Winnipeg Intl,Winnipeg,Canada,-96.734,50.516,Air Canada,Canada,3897
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,4752
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2815
Kansas City Intl,Kansas City,United States,-94.524,39.496,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1353
Orlando Intl,Orlando,United States,-80.849,28.715,Halifax Intl,Halifax,Canada,-63.182,45.468,Air Canada,Canada,2422
Orlando Intl,Orlando,United States,-80.849,28.715,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,1929
Orlando Intl,Orlando,United States,-80.849,28.715,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2002
Orlando Intl,Orlando,United States,-80.849,28.715,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1718
Harrisburg Intl,Harrisburg,United States,-76.606,40.322,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,481
Memphis Intl,Memphis,United States,-89.962,35.07,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1352
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,3930
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3238
Miami Intl,Miami,United States,-79.818,26.322,La Aurora,Guatemala City,Guatemala,-90.213,14.972,Air Canada,Canada,1660
Miami Intl,Miami,United States,-79.818,26.322,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2234
Miami Intl,Miami,United States,-79.818,26.322,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1980
General Mitchell Intl,Milwaukee,United States,-87.828,43.578,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,679
Minneapolis St Paul Intl,Minneapolis,United States,-92.703,45.469,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1060
Louis Armstrong New Orleans Intl,New Orleans,United States,-89.764,30.655,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1753
Franz Josef Strauss,Munich,Germany,12.31,48.589,Sofia,Sofia,Bulgaria,23.676,43.158,Air Canada,Canada,1065
Franz Josef Strauss,Munich,Germany,12.31,48.589,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,6138
Franz Josef Strauss,Munich,Germany,12.31,48.589,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,6611
Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2325
Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2129
Jomo Kenyatta International,Nairobi,Kenya,37.545,-0.866,Brussels Natl,Brussels,Belgium,4.807,51.502,Air Canada,Canada,6585
Narita Intl,Tokyo,Japan,140.643,36.274,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,7474
Narita Intl,Tokyo,Japan,140.643,36.274,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,10206
Kahului,Kahului,United States,-156.051,21.497,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,4265
Kahului,Kahului,United States,-156.051,21.497,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,4939
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Edmonton Intl,Edmonton,Canada,-113.3,53.516,Air Canada,Canada,2226
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Halifax Intl,Halifax,Canada,-63.182,45.468,Air Canada,Canada,1987
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,1040
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Regina Intl,Regina,Canada,-104.444,50.719,Air Canada,Canada,1547
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,1188
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,2763
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,London,London,Canada,-80.586,43.055,Air Canada,Canada,593
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,2145
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,703
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Brussels Natl,Brussels,Belgium,4.807,51.502,Air Canada,Canada,4360
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Cadjehoun,Cotonou,Benin,2.64,6.595,Air Canada,Canada,787
Toussaint Louverture Intl,Port-au-prince,Haiti,-71.821,18.966,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2986
Palm Beach Intl,West Palm Beach,United States,-79.493,27.138,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2138
Palm Beach Intl,West Palm Beach,United States,-79.493,27.138,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1889
Portland Intl,Portland,United States,-122.33,45.981,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,372
Capital Intl,Beijing,China,116.974,40.133,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,8484
Capital Intl,Beijing,China,116.974,40.133,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,10503
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,559
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,1948
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2973
Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,369
Providenciales,Providenciales,Turks and Caicos Islands,-71.777,22.289,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,2606
Providenciales,Providenciales,Turks and Caicos Islands,-71.777,22.289,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2617
Providenciales,Providenciales,Turks and Caicos Islands,-71.777,22.289,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2526
Gregorio Luperon Intl,Puerto Plata,Dominican Republic,-70.284,20.263,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2853
Gregorio Luperon Intl,Puerto Plata,Dominican Republic,-70.284,20.263,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2784
Le Raizet,Pointe-a-pitre,Guadeloupe,-61.22,16.442,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3458
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,3036
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3028
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,Winnipeg Intl,Winnipeg,Canada,-96.734,50.516,Air Canada,Canada,4331
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2995
Theodore Francis Green State,Providence,United States,-71.034,42.22,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,709
Pudong,Shanghai,China,122.342,31.238,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,8999
Pudong,Shanghai,China,122.342,31.238,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,11349
Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3939
Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,3510
Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,3424
Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3461
Portland Intl Jetport,Portland,United States,-69.849,44.076,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,760
Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,854
Richmond Intl,Richmond,United States,-76.867,37.841,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,730
Monrovia Roberts Intl,Monrovia,Liberia,-9.938,6.389,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,-3.878,5.435,Air Canada,Canada,678
Greater Rochester Intl,Rochester,United States,-77.454,43.198,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,186
Southwest Florida Intl,Fort Myers,United States,-81.592,26.893,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1926
King Khaled Intl,Riyadh,Saudi Arabia,47.164,25.596,King Fahd Intl,Dammam,Saudi Arabia,50.329,26.785,Air Canada,Canada,342
King Khaled Intl,Riyadh,Saudi Arabia,47.164,25.596,Heathrow,London,United Kingdom,-0.103,51.795,Air Canada,Canada,4905
San Diego Intl,San Diego,United States,-116.65,33.222,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,1857
San Diego Intl,San Diego,United States,-116.65,33.222,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3419
Arturo Merino Benitez Intl,Santiago,Chile,-70.644,-32.989,Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,Air Canada,Canada,1161
Arturo Merino Benitez Intl,Santiago,Chile,-70.644,-32.989,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,8620
Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,184
Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3266
San Francisco Intl,San Francisco,United States,-121.959,38.031,Edmonton Intl,Edmonton,Canada,-113.3,53.516,Air Canada,Canada,1844
San Francisco Intl,San Francisco,United States,-121.959,38.031,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,1256
San Francisco Intl,San Francisco,United States,-121.959,38.031,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,1610
San Francisco Intl,San Francisco,United States,-121.959,38.031,Victoria Intl,Victoria,Canada,-123.044,49.078,Air Canada,Canada,1231
San Francisco Intl,San Francisco,United States,-121.959,38.031,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3590
Los Cabos Intl,San Jose Del Cabo,Mexico,-109.536,23.253,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,3117
Los Cabos Intl,San Jose Del Cabo,Mexico,-109.536,23.253,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,3123
Los Cabos Intl,San Jose Del Cabo,Mexico,-109.536,23.253,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3593
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3744
Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3102
Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3112
Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,-62.532,17.518,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3352
Abel Santamaria,Santa Clara,Cuba,-79.907,22.82,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,2558
Abel Santamaria,Santa Clara,Cuba,-79.907,22.82,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2616
Abel Santamaria,Santa Clara,Cuba,-79.907,22.82,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,4265
Abel Santamaria,Santa Clara,Cuba,-79.907,22.82,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2369
Sarasota Bradenton Intl,Sarasota,United States,-82.258,27.659,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1849
Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1030
Princess Juliana Intl,Philipsburg,Netherlands Antilles,-62.515,18.068,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3298
Sydney Intl,Sydney,Australia,151.295,-33.911,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,12532
Syracuse Hancock Intl,Syracuse,United States,-75.511,43.185,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,328
Ben Gurion,Tel-aviv,Israel,35.477,32.018,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,9284
Tampa Intl,Tampa,United States,-82.223,28.625,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2053
Tampa Intl,Tampa,United States,-82.223,28.625,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1742
Hewanorra Intl,Hewandorra,Saint Lucia,-60.921,14.221,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,3704
Hewanorra Intl,Hewandorra,Saint Lucia,-60.921,14.221,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,3757
Schwechat,Vienna,Austria,16.949,48.183,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,6918
Vilnius Intl,Vilnius,Lithuania,25.476,55.056,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Air Canada,Canada,1247
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,2550
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2615
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,4646
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,4177
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2348
Okecie,Warsaw,Poland,21.611,52.276,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,6912
Sault Ste Marie,Sault Sainte Marie,Canada,-84.183,46.808,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,478
Baie Comeau,Baie Comeau,Canada,-67.675,49.22,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,584
Baie Comeau,Baie Comeau,Canada,-67.675,49.22,Mont Joli,Mont Joli,Canada,-67.681,49.014,Air Canada,Canada,22
Bagotville,Bagotville,Canada,-70.994,48.55,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,363
Campbell River,Campbell River,Canada,-124.785,50.584,Comox,Comox,Canada,-124.812,50.184,Air Canada,Canada,44
Campbell River,Campbell River,Canada,-124.785,50.584,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,207
Nanaimo,Nanaimo,Canada,-123.784,49.087,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,87
Castlegar,Castlegar,Canada,-117.388,49.493,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,380
Castlegar,Castlegar,Canada,-117.388,49.493,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,341
Deer Lake,Deer Lake,Canada,-56.986,49.351,Halifax Intl,Halifax,Canada,-63.182,45.468,Air Canada,Canada,635
Deer Lake,Deer Lake,Canada,-56.986,49.351,St Johns Intl,St. John's,Canada,-52.587,48.031,Air Canada,Canada,354
Deer Lake,Deer Lake,Canada,-56.986,49.351,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1794
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Cancun Intl,Cancun,Mexico,-86.796,21.06,Air Canada,Canada,4251
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Denver Intl,Denver,United States,-104.456,40.436,Air Canada,Canada,1598
Edmonton Intl,Edmonton,Canada,-113.3,53.516,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Air Canada,Canada,2942
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Heathrow,London,United Kingdom,-0.103,51.795,Air Canada,Canada,6767
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Air Canada,Canada,2226
Edmonton Intl,Edmonton,Canada,-113.3,53.516,San Francisco Intl,San Francisco,United States,-121.959,38.031,Air Canada,Canada,1844
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Fort Mcmurray,Fort Mcmurray,Canada,-110.704,57.088,Air Canada,Canada,429
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,2833
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Regina Intl,Regina,Canada,-104.444,50.719,Air Canada,Canada,679
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Grande Prairie,Grande Prairie,Canada,-118.809,55.299,Air Canada,Canada,407
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,2943
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Canada,Canada,797
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Winnipeg Intl,Winnipeg,Canada,-96.734,50.516,Air Canada,Canada,1178
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,-106.5,52.284,Air Canada,Canada,475
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Canada,Canada,258
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,2661
Edmonton Intl,Edmonton,Canada,-113.3,53.516,Yellowknife,Yellowknife,Canada,-114.068,62.771,Air Canada,Canada,1030
Fredericton,Fredericton,Canada,-66.229,46.448,Halifax Intl,Halifax,Canada,-63.182,45.468,Air Canada,Canada,259
Fredericton,Fredericton,Canada,-66.229,46.448,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,718
Fredericton,Fredericton,Canada,-66.229,46.448,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Air Canada,Canada,570
Fredericton,Fredericton,Canada,-66.229,46.448,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,1059
Kingston,Kingston,Canada,-76.329,44.375,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Canada,Canada,244
Gaspe,Gaspe,Canada,-64.132,49.292,Iles De La Madeleine,Iles De La Madeleine,Canada,-61.631,47.707,Air Canada,Canada,254
Gaspe,Gaspe,Canada,-64.132,49.292,Quebec Jean Lesage Intl,Quebec,Canada,-70.989,47.318,Air Canada,Canada,552
Iles De La Madeleine,Iles De La Madeleine,Canada,-61.631,47.707,Gaspe,Gaspe,Canada,-64.132,49.292,Air Canada,Canada,254
Halifax Intl,Halifax,Canada,-63.182,45.468,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Air Canada,Canada,654
Halifax Intl,Halifax,Canada,-63.182,45.468,Heathrow,London,United Kingdom,-0.103,51.795,Air Canada,Canada,4541
Halifax Intl,Halifax,Canada,-63.182,45.468,Orlando Intl,Orlando,United States,-80.849,28.715,Air Canada,Canada,2422
Halifax Intl,Halifax,Canada,-63.182,45.468,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Air Canada,Canada,1987
Halifax Intl,Halifax,Canada,-63.182,45.468,Deer Lake,Deer Lake,Canada,-56.986,49.351,Air Canada,Canada,635
Halifax Intl,Halifax,Canada,-63.182,45.468,Fredericton,Fredericton,Canada,-66.229,46.448,Air Canada,Canada,259
Halifax Intl,Halifax,Canada,-63.182,45.468,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Air Canada,Canada,955
Halifax Intl,Halifax,Canada,-63.182,45.468,Greater Moncton Intl,Moncton,Canada,-64.465,46.187,Air Canada,Canada,127
Halifax Intl,Halifax,Canada,-63.182,45.468,Gander Intl,Gander,Canada,-54.281,49.561,Air Canada,Canada,807
Halifax Intl,Halifax,Canada,-63.182,45.468,Sydney,Sydney,Canada,-59.413,46.268,Air Canada,Canada,305
Halifax Intl,Halifax,Canada,-63.182,45.468,Saint John,St. John,Canada,-65.818,45.526,Air Canada,Canada,205
