"","cti","ActSubst.Name","unit","dosis","DateNew"
"10151",252244,"VARDENAFIL (HYDROCHLORIDE TRIHYDRATE)","MG","20.00",""
"10152",252253,"VARDENAFIL (HYDROCHLORIDE TRIHYDRATE)","MG","20.00",""
"10153",252262,"VARDENAFIL (HYDROCHLORIDE TRIHYDRATE)","MG","20.00",""
"10154",252682,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","20.00",""
"10155",252691,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","20.00",""
"10156",252707,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","20.00",""
"10157",252716,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","10.00",""
"10158",252725,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","10.00",""
"10159",252734,"HEPATITE B ANTIGENES VIRUS RECOMBINANT","MCG/DO","10.00",""
"10160",253066,"DOCOSAHEXAENOICUM ACIDUM (DHA)","","Q.S.",""
"10161",253066,"EICOSAPENTAENOICUM ACIDUM (EPA)","","Q.S.",""
"10162",253066,"OMEGA-3-ACID ETHYL ESTERS","MG","1000.00",""
"10163",253127,"YTTRII (Y-90) CHLORIDUM","","Q.S.",""
"10164",253136,"CLOPIDOGREL HYDROGEN SULPHATE","MG","97.88",""
"10165",253145,"CLOPIDOGREL HYDROGEN SULPHATE","MG","97.88",""
"10166",253197,"OXYCODONE HYDROCHLORIDE","MG","10.00",""
"10167",253242,"OXYCODONE HYDROCHLORIDE","MG","20.00",""
"10168",253276,"OXYCODONE HYDROCHLORIDE","MG","40.00",""
"10169",253303,"OXYCODONE HYDROCHLORIDE","MG","80.00",""
"10170",253382,"BISOPROLOL (HEMI)FUMARATE","MG","5.00",""
"10171",253382,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10172",253391,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"10173",253391,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"10174",253434,"LORATADINE","MG","10.00",""
"10175",253452,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","80.30",""
"10176",253461,"POTASSIUM CHLORIDE","MG/ML","150.00",""
"10177",253477,"POTASSIUM CHLORIDE","MG/ML","100.00",""
"10178",253486,"FLUCONAZOLE","MG","50.00",""
"10179",253495,"FLUCONAZOLE","MG","150.00",""
"10180",253504,"FLUCONAZOLE","MG","100.00",""
"10181",253513,"FLUCONAZOLE","MG","200.00",""
"10182",253522,"CLOPIDOGREL HYDROGEN SULPHATE","MG","97.88",""
"10183",253531,"CLOPIDOGREL HYDROGEN SULPHATE","MG","97.88",""
"10184",253547,"BASILIXIMAB","MG","10.00",""
"10185",253556,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10186",253556,"IRBESARTAN","MG","150.00",""
"10187",253565,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10188",253565,"IRBESARTAN","MG","300.00",""
"10189",253574,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.26",""
"10190",253574,"GLUCOSE (ANHYDROUS)","MG/ML","1.10",""
"10191",253574,"LACTIC ACID","MG/ML","0.27",""
"10192",253574,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.10",""
"10193",253574,"POTASSIUM CHLORIDE","MCG/ML","0.30",""
"10194",253574,"SODIUM CHLORIDE","MG/ML","6.13",""
"10195",253574,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG/ML","2.94",""
"10196",253583,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.26",""
"10197",253583,"GLUCOSE (ANHYDROUS)","MG/ML","1.10",""
"10198",253583,"LACTIC ACID","MG/ML","0.27",""
"10199",253583,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.10",""
"10200",253583,"POTASSIUM CHLORIDE","MCG/ML","0.15",""
"10201",253583,"SODIUM CHLORIDE","MG/ML","6.13",""
"10202",253583,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG/ML","2.94",""
"10203",253617,"ZOLPIDEM HEMITARTRATE","MG","10.00",""
"10204",253626,"ZOLPIDEM HEMITARTRATE","MG","10.00",""
"10205",253635,"MACROGOL 4000","G","4.00",""
"10206",253644,"OMEPRAZOLE","MG","10.00",""
"10207",253653,"OMEPRAZOLE","MG","20.00",""
"10208",253662,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10209",253687,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10210",253714,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10211",253714,"IRBESARTAN","MG","150.00",""
"10212",253723,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10213",253723,"IRBESARTAN","MG","300.00",""
"10214",253732,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10215",253741,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10216",253766,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10217",253784,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10218",253802,"SODIUM CHLORIDE","MG/ML","9.00",""
"10219",253827,"SODIUM CHLORIDE","MG/ML","9.00",""
"10220",253863,"SODIUM CHLORIDE","MG/ML","9.00",""
"10221",253881,"SODIUM CHLORIDE","MG/ML","9.00",""
"10222",253906,"SODIUM CHLORIDE","MG/ML","9.00",""
"10223",253933,"FLUCONAZOLE","MG","50.00",""
"10224",253942,"SIMVASTATIN","MG","5.00",""
"10225",253951,"SIMVASTATIN","MG","5.00",""
"10226",253967,"SIMVASTATIN","MG","5.00",""
"10227",253976,"SIMVASTATIN","MG","10.00",""
"10228",253985,"SIMVASTATIN","MG","10.00",""
"10229",253994,"SIMVASTATIN","MG","10.00",""
"10230",254003,"SIMVASTATIN","MG","20.00",""
"10231",254012,"SIMVASTATIN","MG","20.00",""
"10232",254021,"SIMVASTATIN","MG","20.00",""
"10233",254037,"SIMVASTATIN","MG","40.00",""
"10234",254046,"SIMVASTATIN","MG","40.00",""
"10235",254055,"SIMVASTATIN","MG","40.00",""
"10236",254064,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10237",254064,"POTASSIUM CHLORIDE","MG/ML","1.50",""
"10238",254073,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10239",254073,"POTASSIUM CHLORIDE","MG/ML","1.50",""
"10240",254082,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10241",254082,"POTASSIUM CHLORIDE","MG/ML","1.50",""
"10242",254107,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10243",254107,"POTASSIUM CHLORIDE","MG/ML","3.00",""
"10244",254116,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10245",254116,"POTASSIUM CHLORIDE","MG/ML","3.00",""
"10246",254125,"GLUCOSE (ANHYDROUS)","MG/ML","50.00",""
"10247",254125,"POTASSIUM CHLORIDE","MG/ML","3.00",""
"10248",254152,"FLUCONAZOLE","MG","150.00",""
"10249",254161,"PIROXICAM","MG","20.00",""
"10250",254186,"FLUCONAZOLE","MG","200.00",""
"10251",254222,"PIROXICAM","MG","20.00",""
"10252",254231,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"10253",254231,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"10254",254247,"ATENOLOL","MG","100.00",""
"10255",254256,"SULPIRIDE","MG","200.00",""
"10256",254274,"ALLOPURINOL","MG","100.00",""
"10257",254283,"ALLOPURINOL","MG","300.00",""
"10258",254335,"DEXKETOPROFENI TROMETAMOLUM","MG/ML","36.90",""
"10259",254344,"TRAMADOL HYDROCHLORIDE","MG","50.00",""
"10260",254362,"PERINDOPRIL TERT-BUTYLAMINE (= PERINDOPRIL ERBUMINE)","MG","4.00",""
"10261",254371,"HYPERICUM PERFORATUM (MILLEPERTUIS) EXTRACTUM SICCUM","MG","300.00",""
"10262",254387,"LEVOTHYROXINE SODIUM","MCG","75.00",""
"10263",254396,"LEVOTHYROXINE SODIUM","MCG","175.00",""
"10264",254405,"DEXKETOPROFENI TROMETAMOLUM","MG/ML","36.90",""
"10265",254414,"HYPERICUM PERFORATUM (MILLEPERTUIS) EXTRACTUM SICCUM","MG","300.00",""
"10266",254441,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","100.00",""
"10267",254457,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","100.00",""
"10268",254466,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","100.00",""
"10269",254475,"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)","IU/ML","75.00",""
"10270",254475,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","25.00",""
"10271",254484,"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)","IU/ML","50.00",""
"10272",254484,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","50.00",""
"10273",254493,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","100.00",""
"10274",254502,"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)","IU/ML","75.00",""
"10275",254502,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","25.00",""
"10276",254511,"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)","IU/ML","50.00",""
"10277",254511,"INSULINUM LYSPRO (RECOMBINANT)","IU/ML","50.00",""
"10278",254536,"PARACETAMOL","MG","325.00",""
"10279",254536,"TRAMADOL HYDROCHLORIDE","MG","37.50",""
"10280",254597,"RISPERIDONE","MG","25.00",""
"10281",254606,"RISPERIDONE","MG","37.50",""
"10282",254615,"RISPERIDONE","MG","50.00",""
"10283",254703,"TACROLIMUS (MONOHYDRATE)","MG/G","0.30",""
"10284",254712,"TACROLIMUS (MONOHYDRATE)","MG/G","1.00",""
"10285",254746,"ERTAPENEM SODIUM","MG","1046.00",""
"10286",254755,"ZOLEDRONIC ACID (MONOHYDRATE)","MG","4.00",""
"10287",254764,"ZOLEDRONIC ACID (MONOHYDRATE)","MG","4.00",""
"10288",254773,"ZOLEDRONIC ACID (MONOHYDRATE)","MG","4.00",""
"10289",254852,"OLMESARTAN MEDOXOMIL","MG","10.00",""
"10290",254861,"OLMESARTAN MEDOXOMIL","MG","20.00",""
"10291",254877,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"10292",254886,"IMMUNOGLOBULINUM HUMANUM ANTI-D (RHO)","","Q.S.",""
"10293",254913,"PIRACETAM","MG","1200.00",""
"10294",254922,"PIRACETAM","MG","2400.00",""
"10295",254956,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG/ML","84.00",""
"10296",254974,"PAROXETINE HYDROCHLORIDE","MG","33.33",""
"10297",254992,"GADOTERAS MEGLUMINI","MG","3770.00",""
"10298",255001,"FLECAINIDE ACETATE","MG","100.00",""
"10299",255017,"FLECAINIDE ACETATE","MG","150.00",""
"10300",255026,"FLECAINIDE ACETATE","MG","200.00",""
"10301",255062,"INTERFERON BETA-1A","MCG","30.00",""
"10302",255132,"BUDESONIDE","MCG/DO","200.00",""
"10303",255141,"LISINOPRIL (DIHYDRATE)","MG","20.00",""
"10304",255166,"LISINOPRIL (DIHYDRATE)","MG","5.00",""
"10305",255193,"PARACETAMOL","MG","500.00",""
"10306",255202,"CARVEDILOL","MG","25.00",""
"10307",255211,"IPRATROPIUM BROMIDE ANHYDROUS","MCG/DO","40.00",""
"10308",255227,"DROSPIRENONE","MG","2.00",""
"10309",255227,"ESTRADIOL","MG","1.00",""
"10310",255254,"ENFUVIRTIDE","MG/ML","90.00",""
"10311",255263,"ENFUVIRTIDE","MG/ML","90.00",""
"10312",255272,"ENFUVIRTIDE","MG/ML","90.00",""
"10313",255281,"TERIPARATIDE","MCG/DO","20.00",""
"10314",255297,"TERIPARATIDE","MCG/DO","20.00",""
"10315",255306,"LARONIDASE","UML","100.00",""
"10316",255315,"LARONIDASE","UML","100.00",""
"10317",255324,"LARONIDASE","UML","100.00",""
"10318",255333,"URATE OXIDASE","MG","1.50",""
"10319",255367,"RAMIPRIL","MG","10.00",""
"10320",255446,"FACTOR VIII HUMAN","IE/ML","100.00",""
"10321",255482,"ACTIVATED CHARCOAL","MG","162.00",""
"10322",255552,"ALANINE","MG/ML","0.95",""
"10323",255552,"ARGININE","MG/ML","1.07",""
"10324",255552,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.18",""
"10325",255552,"GLYCINE","MG/ML","0.51",""
"10326",255552,"HISTIDINE","MG/ML","0.71",""
"10327",255552,"ISOLEUCINE","MG/ML","0.85",""
"10328",255552,"LEUCINE","MG/ML","1.02",""
"10329",255552,"LYSINE","MG/ML","0.95",""
"10330",255552,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.05",""
"10331",255552,"METHIONINE","MG/ML","0.85",""
"10332",255552,"NATRII LACTAS","MG/ML","4.48",""
"10333",255552,"PHENYLALANINE","MG/ML","0.57",""
"10334",255552,"PROLINE","MG/ML","0.59",""
"10335",255552,"SERINE","MG/ML","0.51",""
"10336",255552,"SODIUM CHLORIDE","MG/ML","5.38",""
"10337",255552,"THREONINE","MG/ML","0.65",""
"10338",255552,"TRYPTOPHAN","MG/ML","0.27",""
"10339",255552,"TYROSINE","MG/ML","0.30",""
"10340",255552,"VALINE","MG/ML","1.39",""
"10341",255561,"ALANINE","MG/ML","0.95",""
"10342",255561,"ARGININE","MG/ML","1.07",""
"10343",255561,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.18",""
"10344",255561,"GLYCINE","MG/ML","0.51",""
"10345",255561,"HISTIDINE","MG/ML","0.71",""
"10346",255561,"ISOLEUCINE","MG/ML","0.85",""
"10347",255561,"LEUCINE","MG/ML","1.02",""
"10348",255561,"LYSINE","MG/ML","0.95",""
"10349",255561,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.05",""
"10350",255561,"METHIONINE","MG/ML","0.85",""
"10351",255561,"NATRII LACTAS","MG/ML","4.48",""
"10352",255561,"PHENYLALANINE","MG/ML","0.57",""
"10353",255561,"PROLINE","MG/ML","0.59",""
"10354",255561,"SERINE","MG/ML","0.51",""
"10355",255561,"SODIUM CHLORIDE","MG/ML","5.38",""
"10356",255561,"THREONINE","MG/ML","0.65",""
"10357",255561,"TRYPTOPHAN","MG/ML","0.27",""
"10358",255561,"TYROSINE","MG/ML","0.30",""
"10359",255561,"VALINE","MG/ML","1.39",""
"10360",255604,"ALANINE","MG/ML","0.95",""
"10361",255604,"ARGININE","MG/ML","1.07",""
"10362",255604,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.18",""
"10363",255604,"GLYCINE","MG/ML","0.51",""
"10364",255604,"HISTIDINE","MG/ML","0.71",""
"10365",255604,"ISOLEUCINE","MG/ML","0.85",""
"10366",255604,"LEUCINE","MG/ML","1.02",""
"10367",255604,"LYSINE","MG/ML","0.95",""
"10368",255604,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.05",""
"10369",255604,"METHIONINE","MG/ML","0.85",""
"10370",255604,"NATRII LACTAS","MG/ML","4.48",""
"10371",255604,"PHENYLALANINE","MG/ML","0.57",""
"10372",255604,"PROLINE","MG/ML","0.59",""
"10373",255604,"SERINE","MG/ML","0.51",""
"10374",255604,"SODIUM CHLORIDE","MG/ML","5.38",""
"10375",255604,"THREONINE","MG/ML","0.65",""
"10376",255604,"TRYPTOPHAN","MG/ML","0.27",""
"10377",255604,"TYROSINE","MG/ML","0.30",""
"10378",255604,"VALINE","MG/ML","1.39",""
"10379",255613,"ALANINE","MG/ML","0.95",""
"10380",255613,"ARGININE","MG/ML","1.07",""
"10381",255613,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.18",""
"10382",255613,"GLYCINE","MG/ML","0.51",""
"10383",255613,"HISTIDINE","MG/ML","0.71",""
"10384",255613,"ISOLEUCINE","MG/ML","0.85",""
"10385",255613,"LEUCINE","MG/ML","1.02",""
"10386",255613,"LYSINE","MG/ML","0.95",""
"10387",255613,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.05",""
"10388",255613,"METHIONINE","MG/ML","0.85",""
"10389",255613,"NATRII LACTAS","MG/ML","4.48",""
"10390",255613,"PHENYLALANINE","MG/ML","0.57",""
"10391",255613,"PROLINE","MG/ML","0.59",""
"10392",255613,"SERINE","MG/ML","0.51",""
"10393",255613,"SODIUM CHLORIDE","MG/ML","5.38",""
"10394",255613,"THREONINE","MG/ML","0.65",""
"10395",255613,"TRYPTOPHAN","MG/ML","0.27",""
"10396",255613,"TYROSINE","MG/ML","0.30",""
"10397",255613,"VALINE","MG/ML","1.39",""
"10398",255622,"IOBITRIDOLUM","G","98.72",""
"10399",255631,"HEPATITIS A VIRUS ANTIGENE (HAV ANTIGEN) VACCIN","","Q.S.",""
"10400",255631,"SALMONELLA TYPHI POLYOSIDES CAPSULAIRES VI","","Q.S.",""
"10401",255832,"MOXONIDINE","MG","0.20",""
"10402",255841,"MOXONIDINE","MG","0.30",""
"10403",255857,"MOXONIDINE","MG","0.40",""
"10404",255866,"ALANINE","MG/ML","7.10",""
"10405",255866,"ARGININE","MG/ML","6.10",""
"10406",255866,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.28",""
"10407",255866,"GLUCOSE (ANHYDROUS)","MG/ML","127.00",""
"10408",255866,"GLYCINE","MG/ML","5.60",""
"10409",255866,"HISTIDINE","MG/ML","1.50",""
"10410",255866,"ISOLEUCINE","MG/ML","2.50",""
"10411",255866,"LEUCINE","MG/ML","3.80",""
"10412",255866,"LYSINE ACETATE","MG/ML","3.40",""
"10413",255866,"MAGNESIUM SULFATE","MG/ML","0.61",""
"10414",255866,"METHIONINE","MG/ML","2.20",""
"10415",255866,"PHENYLALANINE","MG/ML","2.60",""
"10416",255866,"POTASSIUM CHLORIDE","MG/ML","2.30",""
"10417",255866,"PROLINE","MG/ML","5.70",""
"10418",255866,"SERINE","MG/ML","3.30",""
"10419",255866,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","1.70",""
"10420",255866,"SODIUM GLYCEROPHOSPHATE (HYDRATE)","MG/ML","2.13",""
"10421",255866,"TAURINE","MG/ML","0.50",""
"10422",255866,"THREONINE","MG/ML","2.20",""
"10423",255866,"TRIGLYCERIDUM STRUCTUM PURIFICATUM","MG/ML","38.50",""
"10424",255866,"TRYPTOPHAN","MG/ML","1.00",""
"10425",255866,"TYROSINE","MG/ML","0.20",""
"10426",255866,"VALINE","MG/ML","3.10",""
"10427",255866,"ZINC SULFATE (HEPTAHYDRATE)","MCG/ML","6.60",""
"10428",255875,"ALANINE","MG/ML","7.10",""
"10429",255875,"ARGININE","MG/ML","6.10",""
"10430",255875,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.28",""
"10431",255875,"GLUCOSE (ANHYDROUS)","MG/ML","127.00",""
"10432",255875,"GLYCINE","MG/ML","5.60",""
"10433",255875,"HISTIDINE","MG/ML","1.50",""
"10434",255875,"ISOLEUCINE","MG/ML","2.50",""
"10435",255875,"LEUCINE","MG/ML","3.80",""
"10436",255875,"LYSINE ACETATE","MG/ML","3.40",""
"10437",255875,"MAGNESIUM SULFATE","MG/ML","0.61",""
"10438",255875,"METHIONINE","MG/ML","2.20",""
"10439",255875,"PHENYLALANINE","MG/ML","2.60",""
"10440",255875,"POTASSIUM CHLORIDE","MG/ML","2.30",""
"10441",255875,"PROLINE","MG/ML","5.70",""
"10442",255875,"SERINE","MG/ML","3.30",""
"10443",255875,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","1.70",""
"10444",255875,"SODIUM GLYCEROPHOSPHATE (HYDRATE)","MG/ML","2.13",""
"10445",255875,"TAURINE","MG/ML","0.50",""
"10446",255875,"THREONINE","MG/ML","2.20",""
"10447",255875,"TRIGLYCERIDUM STRUCTUM PURIFICATUM","MG/ML","38.50",""
"10448",255875,"TRYPTOPHAN","MG/ML","1.00",""
"10449",255875,"TYROSINE","MG/ML","0.20",""
"10450",255875,"VALINE","MG/ML","3.10",""
"10451",255875,"ZINC SULFATE (HEPTAHYDRATE)","MCG/ML","6.60",""
"10452",255884,"ALANINE","MG/ML","7.10",""
"10453",255884,"ARGININE","MG/ML","6.10",""
"10454",255884,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.28",""
"10455",255884,"GLUCOSE (ANHYDROUS)","MG/ML","127.00",""
"10456",255884,"GLYCINE","MG/ML","5.60",""
"10457",255884,"HISTIDINE","MG/ML","1.50",""
"10458",255884,"ISOLEUCINE","MG/ML","2.50",""
"10459",255884,"LEUCINE","MG/ML","3.80",""
"10460",255884,"LYSINE ACETATE","MG/ML","3.40",""
"10461",255884,"MAGNESIUM SULFATE","MG/ML","0.61",""
"10462",255884,"METHIONINE","MG/ML","2.20",""
"10463",255884,"PHENYLALANINE","MG/ML","2.60",""
"10464",255884,"POTASSIUM CHLORIDE","MG/ML","2.30",""
"10465",255884,"PROLINE","MG/ML","5.70",""
"10466",255884,"SERINE","MG/ML","3.30",""
"10467",255884,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","1.70",""
"10468",255884,"SODIUM GLYCEROPHOSPHATE (HYDRATE)","MG/ML","2.13",""
"10469",255884,"TAURINE","MG/ML","0.50",""
"10470",255884,"THREONINE","MG/ML","2.20",""
"10471",255884,"TRIGLYCERIDUM STRUCTUM PURIFICATUM","MG/ML","38.50",""
"10472",255884,"TRYPTOPHAN","MG/ML","1.00",""
"10473",255884,"TYROSINE","MG/ML","0.20",""
"10474",255884,"VALINE","MG/ML","3.10",""
"10475",255884,"ZINC SULFATE (HEPTAHYDRATE)","MCG/ML","6.60",""
"10476",255893,"ALANINE","MG/ML","7.10",""
"10477",255893,"ARGININE","MG/ML","6.10",""
"10478",255893,"GLUCOSE (ANHYDROUS)","MG/ML","127.00",""
"10479",255893,"GLYCINE","MG/ML","5.60",""
"10480",255893,"HISTIDINE","MG/ML","1.50",""
"10481",255893,"ISOLEUCINE","MG/ML","2.50",""
"10482",255893,"LEUCINE","MG/ML","3.80",""
"10483",255893,"LYSINE ACETATE","MG/ML","3.40",""
"10484",255893,"METHIONINE","MG/ML","2.20",""
"10485",255893,"PHENYLALANINE","MG/ML","2.60",""
"10486",255893,"PROLINE","MG/ML","5.70",""
"10487",255893,"SERINE","MG/ML","3.30",""
"10488",255893,"TAURINE","MG/ML","0.50",""
"10489",255893,"THREONINE","MG/ML","2.20",""
"10490",255893,"TRIGLYCERIDUM STRUCTUM PURIFICATUM","MG/ML","38.50",""
"10491",255893,"TRYPTOPHAN","MG/ML","1.00",""
"10492",255893,"TYROSINE","MG/ML","0.20",""
"10493",255893,"VALINE","MG/ML","3.10",""
"10494",255902,"ALANINE","MG/ML","7.10",""
"10495",255902,"ARGININE","MG/ML","6.10",""
"10496",255902,"GLUCOSE (ANHYDROUS)","MG/ML","127.00",""
"10497",255902,"GLYCINE","MG/ML","5.60",""
"10498",255902,"HISTIDINE","MG/ML","1.50",""
"10499",255902,"ISOLEUCINE","MG/ML","2.50",""
"10500",255902,"LEUCINE","MG/ML","3.80",""
"10501",255902,"LYSINE ACETATE","MG/ML","3.40",""
"10502",255902,"METHIONINE","MG/ML","2.20",""
"10503",255902,"PHENYLALANINE","MG/ML","2.60",""
"10504",255902,"PROLINE","MG/ML","5.70",""
"10505",255902,"SERINE","MG/ML","3.30",""
"10506",255902,"TAURINE","MG/ML","0.50",""
"10507",255902,"THREONINE","MG/ML","2.20",""
"10508",255902,"TRIGLYCERIDUM STRUCTUM PURIFICATUM","MG/ML","38.50",""
"10509",255902,"TRYPTOPHAN","MG/ML","1.00",""
"10510",255902,"TYROSINE","MG/ML","0.20",""
"10511",255902,"VALINE","MG/ML","3.10",""
"10512",255911,"CITALOPRAM HYDROBROMIDE","MG","37.48",""
"10513",255936,"CITALOPRAM HYDROBROMIDE","MG","24.99",""
"10514",255945,"CITALOPRAM HYDROBROMIDE","MG","49.98",""
"10515",255954,"VIRUS VARICELLE (WATERPOKKEN)","","Q.S.",""
"10516",255981,"MOXONIDINE","MG","0.20",""
"10517",255997,"MOXONIDINE","MG","0.30",""
"10518",256006,"MOXONIDINE","MG","0.40",""
"10519",256024,"CELIPROLOL HYDROCHLORIDE","MG","200.00",""
"10520",256033,"CELIPROLOL HYDROCHLORIDE","MG","200.00",""
"10521",256042,"CELIPROLOL HYDROCHLORIDE","MG","400.00",""
"10522",256051,"CELIPROLOL HYDROCHLORIDE","MG","400.00",""
"10523",256182,"MOXONIDINE","MG","0.20",""
"10524",256191,"MOXONIDINE","MG","0.30",""
"10525",256207,"MOXONIDINE","MG","0.40",""
"10526",256252,"GOSERELIN (ACETATE)","MG","3.60",""
"10527",256277,"ATENOLOL","MG","100.00",""
"10528",256277,"CHLORTALIDONE","MG","25.00",""
"10529",256295,"ATENOLOL","MG","100.00",""
"10530",256304,"SODIUM CHLORIDE","MG/ML","9.00",""
"10531",256313,"SODIUM CHLORIDE","MG/ML","9.00",""
"10532",256322,"SODIUM CHLORIDE","MG/ML","9.00",""
"10533",256331,"SODIUM CHLORIDE","MG/ML","9.00",""
"10534",256347,"SODIUM CHLORIDE","MG/ML","9.00",""
"10535",256356,"TETRAZEPAM","MG","50.00",""
"10536",256365,"PEGVISOMANT","MG","20.00",""
"10537",256374,"ADALIMUMAB","MG","40.00",""
"10538",256383,"ADALIMUMAB","MG","40.00",""
"10539",256392,"ADALIMUMAB","MG","40.00",""
"10540",256401,"ADALIMUMAB","MG","40.00",""
"10541",256417,"ADALIMUMAB","MG","40.00",""
"10542",256426,"ADALIMUMAB","MG","40.00",""
"10543",256645,"ILOPROST","MCG/ML","10.00",""
"10544",256654,"ILOPROST","MCG/ML","10.00",""
"10545",256663,"ILOPROST","MCG/ML","10.00",""
"10546",256785,"LAMIVUDINE","MG","150.00",""
"10547",256794,"LAMIVUDINE","MG","300.00",""
"10548",256803,"INSULIN ASPART","UML","100.00",""
"10549",256812,"INSULIN ASPART","UML","100.00",""
"10550",256821,"INSULIN ASPART","UML","100.00",""
"10551",256925,"MOXONIDINE","MG","0.20",""
"10552",256934,"MOXONIDINE","MG","0.30",""
"10553",256943,"MOXONIDINE","MG","0.40",""
"10554",256952,"HYDROMORPHONI HYDROCHLORIDE","MG","1.30",""
"10555",256961,"HYDROMORPHONI HYDROCHLORIDE","MG","2.60",""
"10556",256977,"OLMESARTAN MEDOXOMIL","MG","10.00",""
"10557",256986,"OLMESARTAN MEDOXOMIL","MG","20.00",""
"10558",256995,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"10559",257004,"NICOTINUM (POLACRILIN)","MG","2.00",""
"10560",257013,"NICOTINUM (POLACRILIN)","MG","4.00",""
"10561",257022,"NICOTINUM (POLACRILIN)","MG","2.00",""
"10562",257031,"NICOTINUM (POLACRILIN)","MG","4.00",""
"10563",257065,"LEVOBUPIVACAINE (HYDROCHLORIDE)","MG/ML","1.25",""
"10564",257074,"LEVOBUPIVACAINE (HYDROCHLORIDE)","MG/ML","1.25",""
"10565",257153,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"10566",257153,"QUINAPRIL (HYDROCHLORIDE)","MG","20.00",""
"10567",257223,"ESTRADIOL HEMIHYDRATE","MG","1.55",""
"10568",257223,"NOMEGESTROL ACETATE","MG","3.75",""
"10569",257241,"IBUPROFEN","MG/ML","20.00",""
"10570",257257,"CETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"10571",257257,"PSEUDOEPHEDRINE HYDROCHLORIDE","MG","120.00",""
"10572",257266,"ISOTRETINOIN","MG","20.00",""
"10573",257275,"ISOTRETINOIN","MG","10.00",""
"10574",257293,"PAROXETINE HYDROCHLORIDE","MG","22.80",""
"10575",257397,"DISODIUM FOLINATE","MG","546.40",""
"10576",257406,"DISODIUM FOLINATE","MG","1092.80",""
